,satisfaction_level,average_montly_hours,promotion_last_5years,Salary_high,Salary_low,Salary_medium,Predicted Left company
8267,0.91,158,0,0,0,1,0
336,0.77,266,0,0,0,1,0
170,0.81,259,0,0,1,0,0
4988,0.5,166,0,0,1,0,0
2758,0.59,156,0,0,0,1,0
14630,0.82,223,0,0,0,1,0
5925,0.89,208,0,0,1,0,0
5190,0.21,141,0,1,0,0,0
6605,0.73,145,0,0,0,1,0
7412,0.73,254,0,0,0,1,0
12496,0.1,244,0,0,0,1,1
13962,0.99,265,0,0,0,1,0
7486,0.81,136,0,0,0,1,0
14903,0.44,158,0,0,1,0,0
9063,0.64,269,0,0,1,0,0
13839,0.57,249,0,0,0,1,0
8268,0.73,214,0,1,0,0,0
12991,0.87,189,1,0,0,1,0
13314,0.77,164,0,1,0,0,0
3740,0.59,243,0,0,0,1,0
7170,0.74,232,0,0,1,0,0
5918,0.84,139,0,0,1,0,0
1180,0.77,243,0,0,1,0,0
10393,0.83,260,0,0,0,1,0
2868,0.59,156,0,0,0,1,0
10975,0.93,158,0,0,0,1,0
8644,0.72,147,0,0,0,1,0
7218,0.55,138,0,0,0,1,0
5357,0.53,184,0,0,0,1,0
4588,0.94,230,0,1,0,0,0
9983,0.78,209,0,0,1,0,0
10399,0.66,203,0,0,0,1,0
14374,0.79,239,0,0,1,0,0
7390,0.95,238,0,0,1,0,0
2892,0.58,151,0,0,1,0,0
8399,0.71,177,0,0,1,0,0
2750,0.91,255,0,0,1,0,0
3730,0.79,101,0,0,0,1,0
3288,0.54,224,0,0,1,0,0
11090,0.87,140,0,0,0,1,0
14364,0.4,155,0,0,1,0,0
10586,0.9,263,0,0,0,1,0
12283,0.1,289,0,0,1,0,1
2863,0.77,186,0,0,1,0,0
1547,0.09,250,0,0,0,1,1
5926,0.26,215,0,0,1,0,1
5528,0.79,222,1,1,0,0,0
14324,0.9,258,0,0,0,1,0
10125,1.0,173,0,0,0,1,0
3496,0.77,155,0,0,0,1,0
10491,0.42,108,0,0,1,0,0
5979,0.48,210,0,0,0,1,0
3065,0.73,171,0,0,0,1,0
1024,0.42,129,0,0,1,0,0
3326,0.94,197,0,0,1,0,0
3037,0.6,221,0,0,1,0,0
14502,0.87,231,0,0,1,0,0
10060,0.74,242,0,0,1,0,0
8308,0.63,191,0,1,0,0,0
2493,0.4,214,0,0,0,1,0
5912,0.34,154,0,0,1,0,0
6766,0.51,251,0,0,1,0,0
14579,0.82,243,0,0,1,0,0
5369,0.76,172,0,0,0,1,0
8983,0.82,243,0,0,1,0,0
11646,0.88,211,0,0,0,1,0
6660,0.88,193,0,0,1,0,0
8247,0.99,209,0,0,1,0,0
7923,0.98,151,0,0,0,1,0
742,0.44,154,0,0,1,0,0
10657,0.81,213,0,0,1,0,0
12880,0.72,172,0,0,0,1,0
14538,0.88,262,0,0,1,0,0
12375,0.73,262,0,0,0,1,0
994,0.38,127,0,0,1,0,0
14045,0.53,164,0,0,0,1,0
11465,0.55,178,1,0,1,0,0
10581,0.75,217,0,0,0,1,0
3852,0.84,146,0,1,0,0,0
1672,0.84,239,0,0,1,0,0
12538,0.87,261,0,0,0,1,0
6479,0.74,111,0,0,0,1,0
4843,0.7,176,0,0,1,0,0
4128,0.47,171,0,1,0,0,0
10843,0.95,150,0,0,1,0,0
11917,0.92,151,0,0,1,0,0
9539,0.97,193,0,0,0,1,0
12887,0.96,272,0,1,0,0,0
5820,0.67,214,0,0,0,1,0
11367,0.85,139,0,0,0,1,0
11783,0.66,134,0,1,0,0,0
8110,0.78,148,0,0,0,1,0
4765,0.98,273,0,0,1,0,0
2257,0.99,215,0,0,1,0,0
14257,0.4,147,0,0,1,0,0
14006,0.97,262,1,0,0,1,0
9842,0.36,126,0,1,0,0,0
4550,0.65,233,1,0,0,1,0
7755,0.66,135,0,0,0,1,0
14725,0.83,275,0,0,1,0,0
4343,0.72,137,0,0,1,0,0
6926,0.65,235,0,0,1,0,0
5304,0.69,264,0,0,1,0,0
5736,0.72,221,0,0,1,0,0
9209,0.84,118,0,0,1,0,0
3686,0.61,275,0,0,0,1,0
1706,0.41,133,0,0,0,1,0
427,0.55,180,0,0,0,1,0
4345,0.79,210,0,0,0,1,0
2787,0.48,216,0,0,1,0,0
6894,0.49,262,0,0,0,1,0
13798,0.18,240,0,0,1,0,1
11483,0.7,157,0,0,0,1,0
13178,0.2,151,0,0,1,0,1
3831,0.94,151,0,0,1,0,0
12273,0.09,296,0,0,1,0,1
8980,0.67,280,0,0,1,0,0
6897,0.87,260,0,0,0,1,0
4415,0.65,215,0,0,1,0,0
13712,0.82,176,0,0,1,0,0
8984,0.82,206,0,0,1,0,0
2168,0.8,136,0,0,0,1,0
13537,0.82,150,0,0,0,1,0
6212,0.72,167,0,0,0,1,0
9545,0.34,149,0,0,0,1,0
14661,0.81,226,0,0,0,1,0
4121,0.19,126,0,0,0,1,0
2771,0.98,285,0,0,1,0,0
4768,0.93,268,0,0,1,0,0
6602,1.0,171,0,0,0,1,0
11212,0.97,212,0,1,0,0,0
3711,0.59,164,0,0,1,0,0
11696,0.73,177,0,0,1,0,0
8172,0.77,247,0,0,1,0,0
9141,0.7,221,0,0,1,0,0
9062,0.84,227,0,0,1,0,0
1720,0.91,251,0,0,1,0,0
2045,0.52,176,0,0,1,0,0
591,0.66,255,0,0,1,0,0
3870,0.2,101,0,0,1,0,1
1172,0.45,144,0,0,1,0,0
3374,0.72,254,0,0,1,0,0
6572,0.36,280,0,0,1,0,1
12546,0.37,149,0,0,1,0,0
13278,0.51,185,0,0,1,0,0
5710,0.94,183,0,0,0,1,0
14095,0.61,275,0,0,1,0,0
9765,0.6,104,0,0,0,1,0
6452,0.65,200,0,1,0,0,0
13186,0.93,158,0,0,0,1,0
6360,0.66,149,0,0,0,1,0
8043,0.49,266,0,0,1,0,0
4600,0.71,228,0,0,1,0,0
13855,0.9,158,0,0,0,1,0
12576,0.48,198,0,0,0,1,0
11445,0.51,260,0,1,0,0,0
12836,0.54,166,0,0,0,1,0
10743,0.61,252,0,1,0,0,0
12562,0.4,160,0,0,1,0,0
11454,0.2,113,0,1,0,0,0
9007,0.64,167,0,0,1,0,0
7244,0.14,251,0,0,1,0,1
7711,0.96,263,0,0,1,0,0
1315,0.11,260,0,0,0,1,1
3541,0.79,226,0,0,1,0,0
13187,0.69,186,0,0,0,1,0
7440,0.69,190,0,0,0,1,0
14749,0.87,261,0,0,0,1,0
13437,0.57,227,0,0,1,0,0
2429,0.47,169,0,0,1,0,0
14457,0.37,159,0,0,1,0,0
7443,0.85,240,0,0,0,1,0
12949,0.68,270,0,1,0,0,0
11246,0.69,149,0,0,0,1,0
6182,0.64,240,0,0,0,1,0
13031,0.48,194,0,0,0,1,0
1352,0.74,248,0,0,0,1,0
11361,0.87,242,0,0,0,1,0
265,0.84,251,0,0,0,1,0
14998,0.37,158,0,0,1,0,0
1690,0.45,212,0,0,1,0,0
9949,0.89,274,0,0,1,0,0
1328,0.1,301,0,0,1,0,1
3573,0.76,266,0,0,0,1,0
13139,0.98,183,0,0,1,0,0
5932,0.86,162,0,0,0,1,0
12914,0.84,211,0,0,0,1,0
8970,0.98,144,0,0,0,1,0
8415,0.74,131,0,0,0,1,0
9901,0.92,252,0,0,0,1,0
7300,0.91,143,0,0,1,0,0
1274,0.45,131,0,0,0,1,0
14077,0.67,196,0,0,0,1,0
13959,0.99,209,0,0,0,1,0
2471,0.53,216,0,0,1,0,0
4954,0.8,196,0,0,1,0,0
1754,0.44,137,0,0,0,1,0
9145,0.72,239,0,0,1,0,0
1197,0.79,218,0,0,0,1,0
8929,0.72,145,0,0,1,0,0
7345,0.66,255,0,0,1,0,0
11050,0.72,219,0,0,0,1,0
3227,0.56,143,0,0,0,1,0
11861,0.5,240,0,0,1,0,0
1825,0.82,276,0,0,0,1,0
8646,0.51,174,0,0,0,1,0
11108,0.95,225,0,1,0,0,0
6695,0.95,215,0,0,1,0,0
7378,0.44,178,0,1,0,0,0
9150,0.88,168,0,0,0,1,0
6697,0.55,273,0,0,1,0,0
12009,0.42,142,0,0,1,0,0
13647,0.77,250,0,0,0,1,0
4740,0.75,253,0,0,0,1,0
12209,0.38,153,0,0,1,0,0
1795,0.85,217,0,0,1,0,0
4497,0.43,190,0,0,0,1,0
12769,0.42,141,0,0,0,1,0
3297,0.61,143,0,0,0,1,0
5717,0.58,105,0,0,0,1,0
4197,0.67,152,0,0,0,1,0
8605,0.48,96,0,0,1,0,0
10793,0.61,176,0,0,0,1,0
6898,0.36,160,0,0,0,1,0
1167,0.43,127,0,0,0,1,0
2266,0.55,190,0,0,1,0,0
14670,0.4,137,0,0,0,1,0
5831,0.28,260,0,0,0,1,0
14623,0.45,138,0,0,0,1,0
13161,0.93,256,0,0,1,0,0
8049,0.58,178,0,0,1,0,0
2193,1.0,180,0,0,1,0,0
8866,0.14,207,0,0,1,0,1
13889,0.27,173,0,0,0,1,0
14427,0.36,158,0,0,1,0,0
14688,0.09,275,0,0,1,0,1
6298,0.6,187,0,0,0,1,0
4483,0.73,230,0,0,1,0,0
4549,0.9,215,1,0,1,0,0
10036,0.85,123,0,0,1,0,0
2280,0.65,128,0,0,1,0,0
13354,0.33,274,0,1,0,0,0
11444,0.88,264,0,0,0,1,0
7499,0.93,238,0,0,0,1,0
12225,0.9,258,0,0,1,0,0
13564,0.36,111,0,0,1,0,0
5126,0.8,134,0,0,0,1,0
1492,0.38,160,0,0,1,0,0
8726,0.84,245,0,0,0,1,0
10310,0.9,255,0,0,1,0,0
1963,0.09,310,0,0,1,0,1
11074,0.9,209,0,0,0,1,0
12873,0.8,223,0,0,0,1,0
11472,0.73,167,0,0,0,1,0
9699,0.75,160,0,0,0,1,0
5133,0.71,175,0,0,0,1,0
14700,0.76,206,0,0,0,1,0
11939,0.92,129,1,1,0,0,0
892,0.74,276,0,0,1,0,0
10342,0.66,268,0,1,0,0,0
12470,0.1,260,0,0,1,0,1
11983,0.67,241,0,0,0,1,0
2954,0.98,139,0,0,0,1,0
672,0.46,154,0,0,1,0,0
7956,0.6,222,0,0,0,1,0
10128,0.64,143,0,1,0,0,0
14695,0.38,145,0,0,1,0,0
8480,0.56,184,0,0,1,0,0
1045,0.4,128,0,0,0,1,0
9591,0.29,210,0,0,1,0,1
13929,0.63,182,0,1,0,0,0
8329,0.87,259,0,0,1,0,0
7864,0.8,222,0,0,1,0,0
14417,0.77,228,0,0,1,0,0
11609,0.88,145,0,0,1,0,0
11499,0.65,205,0,0,1,0,0
9203,0.24,106,0,0,1,0,1
11814,0.53,106,0,1,0,0,0
6413,0.7,224,0,0,0,1,0
3173,0.93,106,0,0,0,1,0
1322,0.78,249,0,0,0,1,0
11410,0.17,239,0,0,1,0,1
7290,0.32,197,0,0,0,1,0
11741,0.72,200,0,0,1,0,0
2584,0.9,136,0,0,1,0,0
4694,0.76,242,0,0,0,1,0
2732,0.56,203,0,0,1,0,0
13844,0.77,269,0,1,0,0,0
3379,0.82,191,0,0,0,1,0
9660,0.88,157,0,0,0,1,0
12600,0.77,259,0,0,1,0,0
4563,0.87,251,0,0,0,1,0
585,0.4,139,0,0,1,0,0
9485,0.42,160,0,0,1,0,0
8660,0.85,159,0,0,0,1,0
10733,0.61,224,0,0,1,0,0
4508,0.87,121,1,0,0,1,0
10677,0.52,118,0,1,0,0,0
12851,0.85,155,0,1,0,0,0
764,0.83,223,0,0,0,1,0
1548,0.9,259,0,0,0,1,0
5860,0.9,236,0,0,0,1,0
4054,0.63,274,0,0,1,0,0
12551,0.75,254,0,0,1,0,0
8559,0.55,211,0,0,1,0,0
3918,0.38,187,0,0,0,1,0
4991,0.79,98,0,0,1,0,0
7695,0.72,144,0,0,1,0,0
7047,0.92,207,0,0,1,0,0
6343,0.66,216,0,0,1,0,0
7303,0.61,152,0,0,0,1,0
5398,0.54,169,0,0,0,1,0
4733,0.56,191,1,0,0,1,0
3429,0.53,109,0,0,0,1,0
11163,0.77,191,0,0,0,1,0
5574,0.22,212,0,0,0,1,0
2341,0.78,139,0,0,1,0,0
4328,0.89,212,0,0,1,0,0
4982,0.3,178,0,0,1,0,1
13724,0.98,199,0,0,0,1,0
10430,0.71,132,0,0,0,1,0
6849,0.85,147,0,0,1,0,0
89,0.1,291,0,0,1,0,1
7774,0.63,176,0,0,1,0,0
3135,0.73,142,0,0,1,0,0
13298,0.55,169,0,0,0,1,0
6410,0.85,168,0,0,0,1,0
10276,0.78,155,0,0,0,1,0
12915,0.54,175,0,0,0,1,0
10039,0.84,264,0,0,0,1,0
13823,0.58,207,0,0,1,0,0
10254,0.78,241,0,0,0,1,0
13894,0.96,160,0,0,0,1,0
2549,0.65,218,0,0,1,0,0
13783,0.95,223,0,0,1,0,0
1508,0.88,248,0,0,0,1,0
3615,0.75,102,0,0,0,1,0
6869,0.35,256,0,0,0,1,0
11648,0.17,174,0,0,0,1,1
14310,0.9,221,0,0,0,1,0
8881,0.99,154,0,0,0,1,0
489,0.76,206,0,0,0,1,0
8883,0.93,209,0,1,0,0,0
8576,0.97,185,0,0,0,1,0
12025,0.89,242,0,0,1,0,0
3848,0.63,244,0,0,0,1,0
14241,0.09,294,0,0,1,0,1
8931,0.92,174,0,0,0,1,0
3482,0.78,137,0,0,1,0,0
5348,0.92,201,0,0,1,0,0
1938,0.36,153,0,0,0,1,0
8154,0.9,165,0,1,0,0,0
14220,0.42,142,0,0,1,0,0
3038,0.12,260,0,0,0,1,1
11294,0.91,241,0,0,0,1,0
10534,0.83,274,0,0,1,0,0
14952,0.44,149,0,0,1,0,0
8606,0.91,276,0,0,1,0,0
8928,0.56,137,0,1,0,0,0
7475,0.75,158,0,0,1,0,0
2505,0.9,249,0,0,1,0,0
14000,0.72,239,0,0,0,1,0
1549,0.88,259,0,0,0,1,0
6257,0.19,206,0,0,0,1,1
14470,0.11,287,0,0,0,1,1
13410,0.84,207,0,0,1,0,0
12964,0.6,247,0,0,0,1,0
10877,0.52,217,0,0,1,0,0
3344,0.64,98,0,0,0,1,0
13005,0.66,192,0,0,0,1,0
14033,0.57,222,1,0,1,0,0
8780,0.83,240,0,1,0,0,0
8334,0.5,258,0,0,0,1,0
458,0.41,136,0,0,0,1,0
5050,0.74,241,0,0,0,1,0
14921,0.1,283,0,0,1,0,1
7645,0.59,260,0,0,0,1,0
13121,0.51,130,0,0,0,1,0
2877,0.51,269,0,0,0,1,0
6003,0.64,147,0,0,1,0,0
4440,0.36,116,0,0,1,0,0
4785,0.83,249,0,0,0,1,0
13094,0.48,198,0,0,1,0,0
2483,0.94,184,0,0,0,1,0
13076,0.96,132,0,0,0,1,0
14397,0.09,297,0,0,0,1,1
1360,0.11,262,0,0,1,0,1
7502,0.96,199,0,0,1,0,0
2630,0.81,239,0,0,1,0,0
10938,0.85,222,1,0,0,1,0
7853,0.86,147,0,1,0,0,0
8324,0.67,235,0,0,1,0,0
3241,0.9,211,0,0,1,0,0
9050,0.61,216,0,0,0,1,0
14260,0.43,147,0,0,1,0,0
851,0.37,128,0,0,0,1,0
3109,0.67,237,0,0,0,1,0
7087,0.94,170,0,1,0,0,0
9797,0.69,232,0,0,1,0,0
5947,0.67,206,0,0,0,1,0
2028,0.61,267,0,0,1,0,0
1961,0.11,280,0,0,1,0,1
3434,0.62,153,0,0,1,0,0
9326,0.47,134,0,0,1,0,0
12212,0.88,219,0,0,1,0,0
10345,0.91,280,0,0,1,0,0
11136,0.88,233,0,1,0,0,0
3160,0.54,123,0,0,1,0,0
7011,0.99,244,0,1,0,0,0
7576,0.66,234,0,0,0,1,0
1273,0.87,227,0,0,0,1,0
980,0.45,140,0,0,1,0,0
10490,0.5,135,0,0,1,0,0
14100,0.38,196,1,1,0,0,0
891,0.75,237,0,1,0,0,0
8614,0.68,176,0,0,0,1,0
11159,0.6,274,0,0,0,1,0
2323,0.86,160,0,0,0,1,0
11547,0.42,259,0,0,0,1,0
13821,0.89,153,0,0,1,0,0
10918,0.64,266,0,0,1,0,0
8479,0.73,178,0,0,1,0,0
12226,0.37,158,0,0,1,0,0
2042,0.71,202,0,0,1,0,0
3676,0.67,272,0,0,1,0,0
380,0.44,156,0,0,0,1,0
5429,0.57,191,0,0,0,1,0
8571,0.86,166,0,0,0,1,0
10123,0.81,222,0,0,0,1,0
3634,0.58,265,0,0,0,1,0
6928,0.97,210,0,0,1,0,0
12234,0.48,270,0,0,1,0,0
14081,0.86,273,0,0,0,1,0
924,0.42,147,0,0,0,1,0
360,0.1,290,0,0,1,0,1
2178,0.21,207,0,1,0,0,0
3411,0.52,183,0,0,1,0,0
5828,0.91,158,0,0,0,1,0
12503,0.43,155,0,0,0,1,0
6055,0.35,171,0,0,0,1,0
5216,0.45,133,0,0,0,1,0
1140,0.82,245,0,0,1,0,0
4583,0.79,204,0,0,0,1,0
4631,0.92,243,0,1,0,0,0
13715,0.7,150,0,0,1,0,0
9829,0.98,168,0,0,1,0,0
5894,0.6,164,0,0,0,1,0
10473,0.64,152,0,0,0,1,0
13846,0.59,247,0,1,0,0,0
2316,0.6,262,0,0,1,0,0
14360,0.39,147,0,0,1,0,0
3224,0.48,162,0,0,0,1,0
102,0.42,150,0,0,0,1,0
2944,0.65,283,0,0,1,0,0
13516,0.97,118,0,0,1,0,0
5758,0.71,246,0,0,1,0,0
10288,0.88,227,0,0,0,1,0
10725,0.52,225,0,0,1,0,0
12082,0.79,139,1,0,1,0,0
10337,0.9,256,0,0,1,0,0
11640,0.51,188,0,1,0,0,0
12541,0.81,254,0,0,1,0,0
12001,0.8,262,0,0,0,1,0
5409,0.53,151,0,0,1,0,0
2852,0.56,232,0,0,1,0,0
4416,0.4,97,0,0,1,0,0
10144,0.81,236,0,0,0,1,0
14038,0.53,173,0,0,0,1,0
8444,0.66,269,0,0,1,0,0
613,0.81,243,0,0,0,1,0
4047,0.67,221,0,0,0,1,0
7581,0.96,211,0,0,1,0,0
1280,0.36,148,0,0,0,1,0
6791,0.61,182,0,0,0,1,0
9019,0.24,160,0,0,1,0,1
2375,0.72,160,0,0,0,1,0
13042,0.87,154,0,0,0,1,0
8018,0.72,245,0,0,1,0,0
12077,0.4,137,0,0,0,1,0
7889,0.64,265,0,0,1,0,0
14419,0.44,128,0,0,1,0,0
6939,1.0,274,0,0,0,1,0
10131,0.12,262,0,0,0,1,1
9617,0.8,264,0,1,0,0,0
5572,0.81,203,0,0,0,1,0
3397,0.77,184,0,0,1,0,0
8186,0.83,136,0,0,0,1,0
1079,0.86,269,0,0,0,1,0
3782,0.83,220,0,0,1,0,0
10483,0.6,236,0,0,0,1,0
3368,0.83,273,0,0,1,0,0
13428,0.55,139,1,0,0,1,0
10679,0.63,200,0,0,1,0,0
8274,0.92,246,0,0,1,0,0
9162,0.52,164,0,0,0,1,0
13921,0.76,235,0,1,0,0,0
595,0.09,263,0,0,1,0,1
961,0.73,270,0,0,0,1,0
9118,0.9,237,0,0,0,1,0
8671,0.58,225,0,0,1,0,0
12721,0.31,184,0,0,1,0,1
7834,0.58,274,0,0,0,1,0
7745,0.38,117,0,0,1,0,0
12531,0.37,131,0,0,0,1,0
5575,0.67,225,0,0,0,1,0
6630,0.82,108,0,0,0,1,0
1313,0.72,246,0,0,0,1,0
14786,0.39,129,0,0,0,1,0
5055,0.95,214,1,0,0,1,0
2857,0.35,137,0,0,1,0,0
4762,0.84,215,0,1,0,0,0
6435,0.99,202,0,0,0,1,0
9463,0.37,253,0,0,0,1,0
9182,0.76,252,0,0,1,0,0
682,0.11,278,0,0,1,0,1
6912,0.92,241,0,1,0,0,0
4237,0.62,270,0,1,0,0,0
12657,0.43,130,0,1,0,0,0
12128,0.09,250,0,0,1,0,1
4000,0.67,137,0,0,0,1,0
11131,0.19,269,0,0,0,1,1
7015,0.63,222,0,1,0,0,0
4418,0.75,257,0,0,1,0,0
5818,0.67,161,0,0,0,1,0
6909,0.47,191,0,0,0,1,0
9540,0.71,273,0,0,0,1,0
948,0.61,196,0,0,1,0,0
4998,0.57,138,0,0,1,0,0
4869,0.71,198,0,0,1,0,0
5047,0.93,184,0,0,0,1,0
7496,0.57,145,0,0,0,1,0
2052,0.68,153,0,0,0,1,0
6125,0.79,200,0,0,1,0,0
14355,0.84,267,0,0,1,0,0
14827,0.39,144,0,0,0,1,0
7217,0.41,155,0,0,0,1,0
12918,0.96,225,0,0,0,1,0
13737,0.47,174,0,0,0,1,0
6732,0.91,156,0,0,1,0,0
3140,0.66,139,0,0,1,0,0
10447,0.53,167,0,0,1,0,0
12550,0.11,298,0,0,1,0,1
537,0.45,154,0,0,0,1,0
14104,0.74,121,1,1,0,0,0
2788,0.16,235,0,0,1,0,1
161,0.9,243,0,0,1,0,0
9171,0.3,124,0,0,1,0,1
10410,0.45,99,0,0,1,0,0
11824,0.75,263,1,0,0,1,0
2950,0.5,237,0,0,0,1,0
5193,0.74,170,0,0,1,0,0
14771,0.09,279,0,0,1,0,1
6573,0.57,162,0,0,1,0,0
14972,0.11,310,0,0,0,1,1
13692,0.83,157,0,0,0,1,0
211,0.39,294,0,0,1,0,0
13114,0.8,190,0,0,0,1,0
2109,0.98,201,0,0,1,0,0
8768,0.84,152,0,0,0,1,0
2573,0.67,190,0,0,0,1,0
5221,0.75,284,0,0,1,0,0
8036,0.9,134,0,0,0,1,0
3425,0.89,214,0,0,0,1,0
982,0.85,266,0,0,1,0,0
11525,0.83,175,0,0,0,1,0
12513,0.11,293,0,0,1,0,1
14927,0.37,138,0,0,1,0,0
3246,0.21,239,0,0,1,0,1
5812,0.44,119,0,0,1,0,0
734,0.11,255,0,0,0,1,1
268,0.38,156,0,0,1,0,0
3283,0.54,182,0,0,1,0,0
11039,0.31,240,0,0,1,0,1
14064,0.71,204,0,0,1,0,0
1779,0.38,128,0,0,0,1,0
12333,0.45,145,0,0,0,1,0
4855,0.92,196,0,0,0,1,0
6274,0.46,254,0,0,1,0,0
14612,0.76,246,0,0,1,0,0
4666,0.87,197,0,0,1,0,0
14588,0.44,158,0,0,0,1,0
7030,0.71,135,0,0,1,0,0
4732,0.7,178,1,1,0,0,0
11591,0.54,190,0,0,0,1,0
7130,0.83,134,0,0,1,0,0
13628,0.16,240,0,0,1,0,1
2721,0.24,169,0,0,0,1,0
2612,0.14,174,0,0,0,1,1
429,0.41,127,0,0,1,0,0
10990,0.78,143,0,0,1,0,0
14820,0.1,279,0,0,0,1,1
10796,1.0,186,0,0,0,1,0
9601,0.61,269,0,0,1,0,0
12884,0.63,163,0,1,0,0,0
9741,0.18,213,0,1,0,0,0
5376,0.65,238,0,0,1,0,0
12570,0.44,137,0,0,0,1,0
5463,0.72,137,0,0,1,0,0
7577,0.65,221,0,0,0,1,0
1576,0.6,250,0,0,1,0,0
12549,0.41,138,0,0,1,0,0
8672,0.77,170,0,0,1,0,0
7490,0.97,156,0,0,0,1,0
11618,0.49,175,0,0,0,1,0
13147,0.78,143,1,0,0,1,0
1687,0.4,141,0,0,1,0,0
1067,0.45,136,0,0,1,0,0
11644,0.9,158,0,0,0,1,0
9689,0.69,247,0,0,0,1,0
1026,0.46,129,0,0,1,0,0
6643,0.81,187,0,0,1,0,0
6402,0.8,139,0,0,0,1,0
2623,0.91,243,0,0,1,0,0
5489,0.76,175,0,0,1,0,0
12111,0.09,289,0,1,0,0,0
9413,0.67,270,0,0,1,0,0
8774,0.56,109,0,1,0,0,0
11928,0.5,170,0,0,1,0,0
11009,0.81,217,0,0,0,1,0
11602,0.59,162,0,1,0,0,0
12366,0.1,258,0,0,1,0,1
10417,0.99,169,0,0,1,0,0
11765,0.92,190,0,0,1,0,0
8772,0.59,273,0,1,0,0,0
3549,0.86,152,0,0,1,0,0
1182,0.91,245,0,0,1,0,0
1686,0.22,293,0,0,1,0,1
5324,0.72,147,0,0,0,1,0
14562,0.48,219,0,0,1,0,0
12206,0.77,228,0,0,1,0,0
7951,0.72,251,0,0,0,1,0
8404,0.82,207,0,1,0,0,0
13908,0.7,168,0,0,1,0,0
12992,0.89,241,0,0,0,1,0
9897,0.96,169,0,1,0,0,0
861,0.43,144,0,0,1,0,0
4377,0.75,222,0,0,1,0,0
3387,0.89,235,0,1,0,0,0
11330,0.94,140,0,0,0,1,0
812,0.38,127,0,0,0,1,0
13487,0.81,240,1,0,1,0,0
13565,0.62,271,0,0,1,0,0
13683,0.73,167,0,0,0,1,0
13713,0.6,183,0,0,1,0,0
11442,0.59,189,0,0,0,1,0
1522,0.1,265,0,0,1,0,1
1755,0.63,157,0,0,1,0,0
1986,0.84,240,0,0,0,1,0
112,0.43,160,0,0,1,0,0
8483,0.77,225,0,0,1,0,0
6497,0.5,128,0,0,1,0,0
5390,0.66,249,0,0,0,1,0
2465,0.14,217,0,0,1,0,1
2632,0.68,225,0,0,1,0,0
4610,0.89,220,0,0,1,0,0
3707,0.48,179,0,0,1,0,0
6461,0.77,136,0,0,1,0,0
12069,0.43,135,0,0,0,1,0
1016,0.4,155,0,0,1,0,0
7734,0.34,137,0,0,1,0,0
13679,0.59,166,0,0,1,0,0
5512,0.72,135,0,0,0,1,0
14886,0.42,135,0,0,1,0,0
5621,0.98,255,0,0,1,0,0
14253,0.4,127,0,0,1,0,0
12917,0.93,273,0,0,0,1,0
10201,0.43,121,0,0,0,1,0
11314,0.66,179,0,0,1,0,0
13295,0.93,233,0,0,0,1,0
9894,0.57,221,0,0,0,1,0
5928,0.84,168,0,0,1,0,0
3480,0.87,154,0,0,1,0,0
4337,0.78,154,0,0,1,0,0
523,0.74,239,0,0,1,0,0
8062,0.24,258,0,0,1,0,1
7833,0.88,184,0,0,0,1,0
3431,0.6,207,0,0,0,1,0
3656,0.87,261,0,0,0,1,0
11343,0.69,185,0,0,1,0,0
9739,0.85,247,0,0,0,1,0
6235,0.79,188,0,0,1,0,0
4899,0.92,244,0,1,0,0,0
13703,0.77,286,0,0,1,0,0
4498,0.85,143,0,0,0,1,0
8620,0.74,228,0,0,1,0,0
13720,0.75,146,0,0,1,0,0
14676,0.37,152,0,0,0,1,0
5201,0.36,187,0,0,0,1,0
4482,0.51,228,0,0,1,0,0
7764,0.4,99,0,1,0,0,0
9821,0.61,98,0,0,0,1,0
6162,0.81,170,0,0,1,0,0
11719,0.55,179,0,0,1,0,0
14039,0.42,173,0,0,0,1,0
7220,0.8,150,0,0,0,1,0
2727,0.15,140,0,0,0,1,1
7827,0.59,205,0,0,0,1,0
896,0.44,134,0,0,0,1,0
8769,0.72,150,0,0,0,1,0
10457,0.52,165,0,0,1,0,0
1749,0.09,243,0,1,0,0,0
11584,0.65,233,0,0,1,0,0
5387,0.65,267,0,0,1,0,0
6667,0.56,160,0,0,1,0,0
4594,0.22,262,0,1,0,0,0
4259,0.55,149,0,0,1,0,0
14482,0.11,251,0,0,0,1,1
1444,0.41,141,0,0,1,0,0
9043,0.99,188,0,0,0,1,0
12593,0.37,132,0,0,1,0,0
14801,0.38,148,0,0,1,0,0
11566,0.57,177,0,0,1,0,0
12130,0.1,292,0,0,1,0,1
949,0.11,285,0,0,1,0,1
11381,0.37,121,0,0,1,0,0
5718,0.63,269,0,0,1,0,0
10579,0.52,234,0,0,1,0,0
95,0.37,155,0,0,1,0,0
12139,0.73,257,0,0,1,0,0
12011,0.11,305,0,0,1,0,1
13640,0.78,157,0,0,1,0,0
8456,0.49,168,0,0,0,1,0
5789,0.75,272,0,0,0,1,0
6537,0.49,245,0,0,1,0,0
5030,0.62,261,0,0,0,1,0
4950,0.59,196,0,0,1,0,0
4958,0.61,243,0,0,1,0,0
12713,0.73,232,0,0,1,0,0
10220,0.57,210,0,0,1,0,0
12232,0.11,244,0,0,1,0,1
9488,0.78,174,0,0,1,0,0
13389,0.61,214,0,0,0,1,0
5527,0.61,239,1,1,0,0,0
6252,0.6,263,0,0,0,1,0
7234,0.49,141,0,0,1,0,0
12035,0.1,255,0,0,1,0,1
